1600,11919300,297982,680,17
3200,6604600,165115,680,17
4800,4366700,109167,680,17
6400,3335900,83397,680,17
8000,3618000,90450,680,17
9600,3870200,96755,680,17
11200,3081400,77035,680,17
12800,2368200,59205,680,17
14400,2779300,69482,680,17
16000,66071600,1651790,680,17
17600,2221100,55527,680,17
19200,2213600,55340,680,17
